vector,label
"[-0.06783419  0.22111039  0.05653018  0.10330281 -0.02935375 -0.41725555
  0.05852196  0.5316002  -0.12197291 -0.21473408  0.00999692 -0.42774332
 -0.1905131   0.09826736  0.10960799 -0.24518254  0.05033396 -0.3172376
 -0.00446692 -0.37737852  0.17758828  0.09927064  0.16572018 -0.20949467
 -0.1201056   0.08688398 -0.18827908 -0.2239834  -0.23507138  0.03949824
  0.26078367  0.06334129  0.06632075 -0.15712269 -0.07178161  0.26241556
  0.04747744 -0.25144532 -0.11349585 -0.49806333  0.11226269 -0.25759757
 -0.13578255 -0.00426218  0.21290776 -0.00516527 -0.14953455 -0.03099017
  0.1399697   0.20453036  0.04105807 -0.20496097 -0.00135162 -0.11116866
 -0.21068533  0.17636007  0.13200857 -0.06562053 -0.24008223  0.04900717
  0.08729642  0.12302767 -0.0871425  -0.03456705 -0.29588     0.2662568
  0.08641034  0.18735588 -0.422587    0.36736178 -0.04982831  0.06926082
  0.19691066 -0.01140257  0.25223094  0.14050986  0.05771958 -0.0307865
 -0.23640263  0.02999169 -0.15260312 -0.03978952 -0.27108306  0.4221471
 -0.07510298  0.04895621  0.15430729  0.20376514  0.31727862  0.10202211
  0.3461991   0.04650476 -0.06307115  0.0881122   0.3725574   0.3923581
  0.05665353 -0.32124794  0.0748513  -0.01659877]",1
"[-0.05580066  0.18038218  0.04542143  0.08566757 -0.02276353 -0.3429373
  0.04914514  0.4350818  -0.10190249 -0.17756154  0.00970713 -0.351747
 -0.15740947  0.08313552  0.08916863 -0.19963118  0.03957874 -0.2590826
 -0.00662003 -0.31087738  0.14492293  0.08293964  0.13690576 -0.17218956
 -0.09683508  0.07153403 -0.15729094 -0.1842372  -0.19443949  0.03461679
  0.21529031  0.05465158  0.05116634 -0.1263773  -0.06063153  0.21688002
  0.0381145  -0.20759565 -0.09543279 -0.41279647  0.09369648 -0.21285123
 -0.1089077  -0.00446386  0.17679748 -0.00256027 -0.12363847 -0.02491762
  0.11334552  0.16955492  0.03427857 -0.16850105 -0.00129743 -0.09235399
 -0.17468017  0.14196315  0.10787626 -0.05339519 -0.19830966  0.03953702
  0.06891588  0.1012814  -0.0721999  -0.03034409 -0.24415822  0.22056888
  0.07323182  0.15343617 -0.346388    0.30433887 -0.04180368  0.05563337
  0.15992695 -0.00915735  0.20853826  0.11629461  0.04475138 -0.02521733
 -0.19311477  0.02365088 -0.12452602 -0.03332346 -0.22424822  0.34748158
 -0.06074897  0.0403712   0.1256529   0.16792683  0.25807253  0.08203869
  0.2814099   0.03795971 -0.05077151  0.07307896  0.3053542   0.32261077
  0.05095765 -0.26401845  0.06372567 -0.01364842]",1
"[-6.95532784e-02  2.18889162e-01  5.37073091e-02  1.02437720e-01
 -2.64776777e-02 -4.09921110e-01  5.86680695e-02  5.22427678e-01
 -1.20714396e-01 -2.14543998e-01  9.61030927e-03 -4.21700060e-01
 -1.88929215e-01  9.80451331e-02  1.08261280e-01 -2.41577968e-01
  4.56704758e-02 -3.09687138e-01 -8.27819202e-03 -3.72648746e-01
  1.73689649e-01  9.76660997e-02  1.62147626e-01 -2.06748158e-01
 -1.18167244e-01  8.54096264e-02 -1.86532304e-01 -2.20832646e-01
 -2.31665671e-01  3.97293828e-02  2.60197669e-01  6.45930842e-02
  6.40362874e-02 -1.49883047e-01 -7.25382492e-02  2.62339711e-01
  4.36755978e-02 -2.49362126e-01 -1.12383053e-01 -4.90563333e-01
  1.15802959e-01 -2.54182577e-01 -1.33200690e-01 -5.34856785e-03
  2.09867045e-01 -3.66192427e-03 -1.46562964e-01 -3.05036288e-02
  1.36164457e-01  2.00002089e-01  4.06746268e-02 -2.06657618e-01
  1.74870220e-04 -1.10624410e-01 -2.08643898e-01  1.74656466e-01
  1.29805595e-01 -6.21387921e-02 -2.38359958e-01  4.69756946e-02
  8.71877372e-02  1.21428974e-01 -8.74409303e-02 -3.49705182e-02
 -2.92986214e-01  2.63071328e-01  8.64482149e-02  1.84302613e-01
 -4.15474564e-01  3.62694830e-01 -5.06212302e-02  6.66823238e-02
  1.92816228e-01 -1.00146271e-02  2.52460659e-01  1.38975546e-01
  5.54528758e-02 -3.14693861e-02 -2.32485965e-01  2.97677256e-02
 -1.51436359e-01 -3.84367630e-02 -2.68881887e-01  4.16566879e-01
 -7.24429041e-02  4.58245017e-02  1.53707281e-01  2.01550260e-01
  3.10733348e-01  9.65579301e-02  3.41068625e-01  4.55113649e-02
 -6.13753013e-02  8.68266597e-02  3.67380828e-01  3.86513412e-01
  5.79655915e-02 -3.16759884e-01  7.44274333e-02 -1.68399569e-02]",1
"[-6.40125871e-02  2.10304990e-01  5.26056588e-02  1.00076415e-01
 -2.42609587e-02 -4.00122792e-01  5.76980300e-02  5.09521723e-01
 -1.19865283e-01 -2.06726864e-01  7.50224059e-03 -4.11895156e-01
 -1.85185015e-01  9.57277641e-02  1.04518473e-01 -2.36446083e-01
  4.61017974e-02 -3.01894069e-01 -8.37772153e-03 -3.62793624e-01
  1.71662599e-01  9.85276327e-02  1.59776270e-01 -1.98712081e-01
 -1.14932992e-01  8.49326774e-02 -1.81974679e-01 -2.14112833e-01
 -2.25952059e-01  4.13003378e-02  2.53795922e-01  6.43534586e-02
  6.05550930e-02 -1.48705229e-01 -6.99223131e-02  2.55789429e-01
  4.36301418e-02 -2.42545202e-01 -1.11241303e-01 -4.80608076e-01
  1.11882731e-01 -2.46434599e-01 -1.27035215e-01 -3.51111940e-03
  2.07160383e-01  1.08753396e-04 -1.42434016e-01 -3.13402861e-02
  1.35429576e-01  1.94168314e-01  3.79761495e-02 -1.98661834e-01
  2.14540796e-05 -1.08923808e-01 -2.04605371e-01  1.64729819e-01
  1.24152578e-01 -6.17236421e-02 -2.31912255e-01  4.51129079e-02
  8.33636671e-02  1.19757399e-01 -8.43109861e-02 -3.38998474e-02
 -2.86618859e-01  2.56325364e-01  8.56108069e-02  1.79320574e-01
 -4.06247646e-01  3.54484260e-01 -5.08707874e-02  6.44023567e-02
  1.90345541e-01 -1.16361463e-02  2.44266108e-01  1.35857806e-01
  5.64585626e-02 -2.94343326e-02 -2.25597307e-01  2.94012856e-02
 -1.46277279e-01 -4.09504287e-02 -2.62339294e-01  4.03576612e-01
 -7.26404935e-02  4.43100184e-02  1.50758713e-01  1.95151836e-01
  3.02364796e-01  9.59778279e-02  3.26285422e-01  4.58337553e-02
 -5.89623153e-02  8.48907083e-02  3.56015682e-01  3.75201613e-01
  6.04019463e-02 -3.08037132e-01  7.35855699e-02 -1.61893331e-02]",2
"[-8.8755511e-02  2.7554387e-01  6.2742338e-02  1.3702141e-01
 -3.2289229e-02 -5.2154857e-01  7.5659633e-02  6.7343277e-01
 -1.5952922e-01 -2.7180180e-01  9.1178985e-03 -5.4079175e-01
 -2.3895423e-01  1.2957689e-01  1.3324980e-01 -3.0255303e-01
  6.5660477e-02 -4.0247193e-01 -1.0060966e-02 -4.8985574e-01
  2.3015119e-01  1.2802719e-01  2.1028106e-01 -2.6386595e-01
 -1.5293396e-01  1.0917584e-01 -2.4183609e-01 -2.7529487e-01
 -3.0240858e-01  5.6883872e-02  3.3281964e-01  8.5534632e-02
  8.1953600e-02 -2.0140326e-01 -9.6364826e-02  3.4392452e-01
  5.6794707e-02 -3.1704402e-01 -1.4891285e-01 -6.2892461e-01
  1.4631331e-01 -3.2130381e-01 -1.7062907e-01 -1.0556213e-02
  2.7939221e-01 -6.2306933e-03 -1.9610728e-01 -4.0883634e-02
  1.8709080e-01  2.6280198e-01  4.5447469e-02 -2.5738308e-01
 -4.5620624e-04 -1.3909413e-01 -2.6379177e-01  2.2113042e-01
  1.5636107e-01 -8.2956471e-02 -3.0754337e-01  6.5641724e-02
  1.1142331e-01  1.5065852e-01 -1.1259812e-01 -4.3275699e-02
 -3.8029948e-01  3.3574197e-01  1.0891176e-01  2.3842846e-01
 -5.2868950e-01  4.7203231e-01 -5.9052292e-02  8.7101348e-02
  2.4660146e-01 -1.5321636e-02  3.2064900e-01  1.7212732e-01
  7.9703540e-02 -4.1965079e-02 -2.9355782e-01  3.3749633e-02
 -1.9479452e-01 -5.5267427e-02 -3.5132614e-01  5.3704685e-01
 -9.9815898e-02  5.5795792e-02  1.9296013e-01  2.6193735e-01
  4.0294015e-01  1.2573232e-01  4.3510953e-01  6.0663462e-02
 -7.7519082e-02  1.1189169e-01  4.6677065e-01  4.8899329e-01
  7.1737610e-02 -4.0614137e-01  1.0155668e-01 -1.9378075e-02]",1
"[-0.05162185  0.17533982  0.04415691  0.08103555 -0.01865125 -0.32548928
  0.04649504  0.41299582 -0.09336737 -0.167516    0.00558293 -0.33453667
 -0.15123431  0.07479835  0.08374053 -0.19061603  0.03500624 -0.24745871
 -0.00663579 -0.2932584   0.1379388   0.07802466  0.12761158 -0.16324338
 -0.09611584  0.06981418 -0.14733002 -0.17692754 -0.18345688  0.03190733
  0.20643516  0.05137853  0.05246308 -0.1220741  -0.05664694  0.20755686
  0.03486357 -0.1980687  -0.09026443 -0.38898677  0.09173661 -0.2053353
 -0.10362161 -0.00349074  0.1671299  -0.00415118 -0.11787923 -0.02371488
  0.11021437  0.1570039   0.03025417 -0.16261199  0.00217265 -0.086863
 -0.16460635  0.14041884  0.10234375 -0.05099324 -0.19026513  0.03744679
  0.07053797  0.09515212 -0.06966645 -0.02661872 -0.23263398  0.20875841
  0.06886601  0.14622518 -0.32890135  0.28641817 -0.03857338  0.05258888
  0.15197645 -0.00868368  0.201632    0.11194979  0.0438946  -0.02325296
 -0.18285073  0.02172374 -0.11806445 -0.03377814 -0.21686429  0.33104715
 -0.06006872  0.0373737   0.12261403  0.15981154  0.24882941  0.07845389
  0.26841193  0.03757725 -0.05023472  0.06851771  0.29029122  0.3062828
  0.0449867  -0.2508048   0.05901723 -0.01649764]",1
"[-0.08608744  0.26928598  0.06305366  0.12907347 -0.0302901  -0.50393903
  0.07286502  0.6475636  -0.1493928  -0.26084757  0.01023311 -0.519541
 -0.23461193  0.12294532  0.1324103  -0.29594988  0.05916808 -0.38493547
 -0.00891875 -0.4631352   0.21661377  0.12285631  0.20313735 -0.2547695
 -0.14804049  0.10559619 -0.23369157 -0.27120027 -0.2892539   0.05156991
  0.32229802  0.07977658  0.07836954 -0.19058265 -0.08823032  0.32685396
  0.05498691 -0.30492237 -0.1394995  -0.6072905   0.1402604  -0.3132572
 -0.16316302 -0.00801598  0.26611704 -0.00246095 -0.18772823 -0.03724927
  0.17574766  0.24986595  0.04651896 -0.24816562  0.00084525 -0.1347318
 -0.2580821   0.2161447   0.15644807 -0.0788077  -0.2946225   0.06166593
  0.1071042   0.14678366 -0.1084608  -0.04271846 -0.36408445  0.32414722
  0.10481169  0.22975925 -0.5125198   0.45363787 -0.0602395   0.08300676
  0.23783961 -0.0142157   0.31057236  0.16706638  0.07123193 -0.03708833
 -0.28652185  0.0332253  -0.1891064  -0.05248701 -0.33591715  0.5158516
 -0.0932158   0.05839548  0.18930301  0.24978282  0.38733384  0.12012054
  0.4181719   0.05628523 -0.07550552  0.10613376  0.45041803  0.47506428
  0.07124883 -0.38957408  0.09536732 -0.02069318]",1
"[-0.07722653  0.23849365  0.0593271   0.11329751 -0.02707383 -0.4489146
  0.06529005  0.57202953 -0.13221738 -0.23114152  0.01038293 -0.46116766
 -0.2067667   0.10872182  0.11664376 -0.26608104  0.05289713 -0.33623874
 -0.01235976 -0.4091436   0.1893219   0.1056449   0.17610225 -0.22840539
 -0.1283462   0.09212705 -0.20223963 -0.24312952 -0.2529381   0.04348375
  0.2843793   0.06829285  0.0692796  -0.16850561 -0.08199428  0.28339
  0.05111946 -0.2691807  -0.11662529 -0.53456974  0.12330868 -0.27459574
 -0.14466074 -0.01083887  0.22971833 -0.0019452  -0.16294234 -0.03189626
  0.15575108  0.21830294  0.04633797 -0.22425735 -0.00269242 -0.11758204
 -0.22607592  0.19173759  0.14130005 -0.0678549  -0.25978702  0.05411696
  0.09284199  0.13226363 -0.09418728 -0.04077638 -0.3193541   0.28453416
  0.09038289  0.19941472 -0.4518451   0.3995438  -0.05103464  0.07435154
  0.21256709 -0.01586754  0.27360314  0.14881095  0.060034   -0.03296197
 -0.25561482  0.03094568 -0.16463675 -0.04462095 -0.29620102  0.45325375
 -0.08184415  0.05158748  0.16377115  0.21741691  0.3427255   0.10435902
  0.37171283  0.05052877 -0.06504328  0.09411926  0.4017511   0.4191758
  0.06344974 -0.34674335  0.07975917 -0.01798611]",1
"[-0.05049592  0.1657797   0.04291514  0.0776322  -0.01948957 -0.31154576
  0.04262979  0.39875484 -0.09088782 -0.16182344  0.00769757 -0.32251456
 -0.14554973  0.07385778  0.08079636 -0.18140227  0.03268184 -0.23736757
 -0.00511962 -0.28250283  0.13376737  0.07474373  0.12407201 -0.1585809
 -0.09208454  0.06651603 -0.14243974 -0.17050675 -0.17727831  0.03128717
  0.19927387  0.05018693  0.05243586 -0.11549033 -0.05472079  0.20068133
  0.03436477 -0.19000821 -0.08567654 -0.37489665  0.08893225 -0.19669183
 -0.1021838  -0.00303785  0.1602975  -0.00399263 -0.11247206 -0.02228893
  0.10508064  0.15022215  0.03084177 -0.15711349  0.00243252 -0.08332837
 -0.15778193  0.13551024  0.09676454 -0.04865321 -0.18048704  0.03522093
  0.06830334  0.09149727 -0.06875038 -0.02646922 -0.22342698  0.20006803
  0.0672676   0.13943243 -0.31517816  0.27459082 -0.03841195  0.04992183
  0.14662415 -0.00868278  0.19368151  0.10764585  0.04097283 -0.023937
 -0.17685428  0.02131357 -0.11376147 -0.03077164 -0.20732202  0.31688967
 -0.05820414  0.03730324  0.117225    0.15489902  0.23983218  0.0757858
  0.26094916  0.03713107 -0.04761262  0.0660405   0.27952656  0.2948546
  0.04455753 -0.24013716  0.05650673 -0.01511556]",1
"[-5.93803748e-02  1.92636549e-01  4.76854555e-02  9.30126309e-02
 -2.26804111e-02 -3.55970651e-01  5.14363982e-02  4.56212223e-01
 -1.02456167e-01 -1.85111254e-01  7.06740096e-03 -3.68176341e-01
 -1.65765002e-01  8.53076726e-02  9.22504887e-02 -2.09540531e-01
  4.03333008e-02 -2.72339106e-01 -4.90781385e-03 -3.21617365e-01
  1.50778592e-01  8.66898075e-02  1.42115489e-01 -1.78158656e-01
 -1.04692079e-01  7.69051313e-02 -1.63258448e-01 -1.91568524e-01
 -2.04007819e-01  3.42048444e-02  2.23485127e-01  5.52390032e-02
  5.54014742e-02 -1.32338822e-01 -6.21705726e-02  2.26914808e-01
  3.93164307e-02 -2.17604816e-01 -9.76157486e-02 -4.27303046e-01
  9.74158272e-02 -2.23688200e-01 -1.15645669e-01 -6.41371962e-03
  1.81742638e-01 -2.71780626e-03 -1.28021657e-01 -2.55625322e-02
  1.22114405e-01  1.74362034e-01  3.48861963e-02 -1.76332593e-01
  3.85350693e-04 -9.36503634e-02 -1.81612849e-01  1.51503742e-01
  1.13534629e-01 -5.37601486e-02 -2.06688493e-01  4.04042900e-02
  7.54593387e-02  1.04644127e-01 -7.46644437e-02 -2.92780418e-02
 -2.55908281e-01  2.27780923e-01  7.50608221e-02  1.60463229e-01
 -3.60250086e-01  3.16805512e-01 -4.24391851e-02  5.77558018e-02
  1.68816105e-01 -9.21426248e-03  2.20780179e-01  1.21061705e-01
  4.67066020e-02 -2.81507280e-02 -2.01679647e-01  2.47639269e-02
 -1.31500959e-01 -3.54360789e-02 -2.35246778e-01  3.62647682e-01
 -6.50943220e-02  4.01576869e-02  1.35292232e-01  1.75618306e-01
  2.71468848e-01  8.56242254e-02  2.96549767e-01  4.15366404e-02
 -5.30510917e-02  7.61355311e-02  3.19965512e-01  3.35770249e-01
  4.77672629e-02 -2.75404811e-01  6.36399165e-02 -1.33899581e-02]",1
"[-6.98714331e-02  2.22464561e-01  5.33477366e-02  1.07111216e-01
 -2.62639225e-02 -4.19192880e-01  6.03840388e-02  5.36768436e-01
 -1.23147912e-01 -2.19188288e-01  1.05197849e-02 -4.33513165e-01
 -1.94187775e-01  1.03123091e-01  1.09742805e-01 -2.47109517e-01
  4.80348840e-02 -3.18996668e-01 -5.73938945e-03 -3.83287877e-01
  1.82172254e-01  1.00652710e-01  1.68049306e-01 -2.12215617e-01
 -1.20933704e-01  8.86788145e-02 -1.92486972e-01 -2.22547382e-01
 -2.40493566e-01  4.28070612e-02  2.66965777e-01  6.84006214e-02
  6.62985668e-02 -1.57566354e-01 -7.38086030e-02  2.69931734e-01
  4.57640663e-02 -2.54125386e-01 -1.16302423e-01 -5.01894712e-01
  1.15240328e-01 -2.61653334e-01 -1.35115594e-01 -7.45128049e-03
  2.19616085e-01 -3.74767394e-03 -1.53734356e-01 -2.95653511e-02
  1.45434752e-01  2.07580283e-01  4.13317792e-02 -2.04308733e-01
 -1.43055309e-04 -1.13598980e-01 -2.14162722e-01  1.76036671e-01
  1.29314050e-01 -6.41344339e-02 -2.44076014e-01  5.06869070e-02
  8.84910598e-02  1.23168789e-01 -8.93520862e-02 -3.37116644e-02
 -3.00426036e-01  2.67716020e-01  8.81375149e-02  1.90250993e-01
 -4.26086813e-01  3.75695378e-01 -4.91480604e-02  6.98018745e-02
  1.96419567e-01 -1.37467887e-02  2.58805305e-01  1.41227379e-01
  5.78053296e-02 -3.11185960e-02 -2.36156151e-01  2.83238161e-02
 -1.58352450e-01 -4.50545810e-02 -2.79815823e-01  4.28346157e-01
 -7.91422799e-02  4.93869968e-02  1.56848088e-01  2.08309755e-01
  3.21760446e-01  1.01667151e-01  3.46314937e-01  4.84266095e-02
 -6.34740964e-02  9.02741104e-02  3.73498827e-01  3.93683016e-01
  5.80068640e-02 -3.22755069e-01  7.73140863e-02 -1.76994260e-02]",0
"[-0.04417479  0.14116701  0.03574624  0.06604454 -0.01728665 -0.26683232
  0.03737296  0.3395956  -0.07749564 -0.13677931  0.00623505 -0.2718859
 -0.12435671  0.06474014  0.07157815 -0.15958309  0.03068727 -0.20246564
 -0.00175421 -0.24034172  0.11156622  0.06533886  0.10500699 -0.13373345
 -0.07510895  0.05495289 -0.1219313  -0.14248206 -0.14967117  0.02558684
  0.16851579  0.0416191   0.03909108 -0.10075287 -0.04938862  0.16871214
  0.02926495 -0.16048066 -0.07306714 -0.3187113   0.07419936 -0.16367899
 -0.08421568 -0.00147216  0.13667557 -0.00329948 -0.09467085 -0.02065873
  0.09024756  0.12990111  0.02631049 -0.13217089 -0.00184602 -0.07489211
 -0.13701813  0.11213347  0.08482279 -0.04106883 -0.15433243  0.03099944
  0.05379208  0.07930949 -0.05594748 -0.02112251 -0.19036849  0.17134911
  0.05678897  0.12058654 -0.27001697  0.23881775 -0.03241548  0.04427795
  0.1244638  -0.00911177  0.16586487  0.08896757  0.03774608 -0.01863265
 -0.1505796   0.01807669 -0.0972414  -0.02599758 -0.17401761  0.271865
 -0.0474635   0.03299483  0.09718234  0.1316518   0.2019309   0.0641936
  0.21829417  0.02866606 -0.04045261  0.05579904  0.2366092   0.25345397
  0.03603224 -0.20365869  0.05047678 -0.01136331]",2
"[-0.0607114   0.19293997  0.04530743  0.0919237  -0.02352738 -0.36086482
  0.05088038  0.46321508 -0.10635065 -0.19121893  0.00830865 -0.37200227
 -0.16934557  0.08729982  0.09755141 -0.21484421  0.04180754 -0.27499476
 -0.00703621 -0.32968366  0.15335943  0.08879638  0.14223327 -0.1822342
 -0.10444535  0.07406627 -0.16952322 -0.19221072 -0.20715772  0.03615994
  0.22641283  0.05619923  0.05372778 -0.1341006  -0.06443349  0.2321717
  0.04073207 -0.2193869  -0.10315581 -0.4369821   0.0960658  -0.2235332
 -0.11450145 -0.00580033  0.1875214  -0.00441793 -0.13028467 -0.0252424
  0.12107354  0.1797063   0.03662531 -0.17844005 -0.00068162 -0.09937516
 -0.18575856  0.151555    0.11295085 -0.05559936 -0.21041034  0.04208419
  0.07717445  0.10832586 -0.07673704 -0.03117101 -0.26107258  0.23195472
  0.07733157  0.16354272 -0.36719334  0.32471463 -0.04331427  0.05943274
  0.1691888  -0.00962549  0.22188362  0.12472326  0.04831055 -0.02528054
 -0.20529836  0.0245372  -0.13226478 -0.03445203 -0.23900136  0.36946785
 -0.06386556  0.04400303  0.13290337  0.18125     0.27370945  0.08686738
  0.29993555  0.03873362 -0.05485824  0.07629818  0.32436565  0.3420571
  0.04921741 -0.27954376  0.06655542 -0.01223073]",1
"[-0.07602745  0.23155944  0.05966983  0.10893991 -0.03092736 -0.43737072
  0.06291408  0.5597532  -0.12966041 -0.22885323  0.00892487 -0.44673234
 -0.20411265  0.10212998  0.11739732 -0.2577073   0.05224978 -0.3324828
 -0.00691284 -0.39427337  0.18537502  0.10683896  0.17354575 -0.22069351
 -0.1243787   0.09103362 -0.19944192 -0.23397645 -0.24887334  0.0425523
  0.27709264  0.06666646  0.06347794 -0.16534297 -0.07756871  0.27781364
  0.04887845 -0.2642562  -0.11883477 -0.523864    0.11943129 -0.27023843
 -0.14099786 -0.00635566  0.22829065 -0.00630905 -0.15662606 -0.03239105
  0.14794357  0.21565472  0.04549455 -0.2161124  -0.00102969 -0.11956447
 -0.22429328  0.18534577  0.13989627 -0.0650389  -0.25284436  0.04930453
  0.09170276  0.12923564 -0.09183193 -0.03671866 -0.3133235   0.28208208
  0.0928871   0.19701543 -0.44169357  0.38805082 -0.05267552  0.07218934
  0.20627673 -0.0121889   0.2695951   0.14843443  0.06041044 -0.0310307
 -0.24748997  0.03069467 -0.15983668 -0.04409307 -0.28457966  0.44421694
 -0.07722225  0.05180673  0.1612586   0.21684752  0.33056122  0.10369643
  0.3629952   0.04995507 -0.06593741  0.09050031  0.3907264   0.4139789
  0.06228532 -0.33680394  0.08027307 -0.01743547]",1
"[-7.22346082e-02  2.31070057e-01  5.86640574e-02  1.09149791e-01
 -2.79576425e-02 -4.33867395e-01  6.20924197e-02  5.57395756e-01
 -1.28124446e-01 -2.28082284e-01  8.27858876e-03 -4.47392821e-01
 -2.02964485e-01  1.02745675e-01  1.18435510e-01 -2.56841779e-01
  5.11995181e-02 -3.32260013e-01 -8.94620456e-03 -3.95888567e-01
  1.84180379e-01  1.07187957e-01  1.72302499e-01 -2.19475910e-01
 -1.25485271e-01  9.15999264e-02 -1.98723480e-01 -2.32474685e-01
 -2.47913986e-01  4.14395221e-02  2.74181366e-01  6.70132861e-02
  6.37994558e-02 -1.62889063e-01 -8.17990676e-02  2.76911944e-01
  4.91824821e-02 -2.62069702e-01 -1.21902809e-01 -5.22748351e-01
  1.20742761e-01 -2.68924415e-01 -1.37585491e-01 -6.53764559e-03
  2.23395407e-01 -6.13157498e-03 -1.56826064e-01 -3.38560119e-02
  1.45753935e-01  2.15856701e-01  4.28215824e-02 -2.17229500e-01
 -5.95969541e-05 -1.18678436e-01 -2.21699849e-01  1.82100907e-01
  1.40741035e-01 -6.50928617e-02 -2.51677722e-01  4.99395505e-02
  8.92291740e-02  1.28444478e-01 -9.16551650e-02 -3.60228531e-02
 -3.14175367e-01  2.79452085e-01  9.10389274e-02  1.94568768e-01
 -4.42516923e-01  3.88272285e-01 -5.31751104e-02  7.32314661e-02
  2.03423634e-01 -1.34550510e-02  2.68541843e-01  1.47531807e-01
  6.14380017e-02 -3.08029968e-02 -2.47972786e-01  2.99861711e-02
 -1.60436109e-01 -4.38976027e-02 -2.85788894e-01  4.43385035e-01
 -7.72561282e-02  4.96587716e-02  1.59372762e-01  2.16127530e-01
  3.30245674e-01  1.04888469e-01  3.59123856e-01  4.75310273e-02
 -6.63820580e-02  9.12802964e-02  3.87433231e-01  4.11646873e-01
  6.22915663e-02 -3.34791988e-01  8.16804543e-02 -1.86867230e-02]",1
"[-7.98871592e-02  2.47219786e-01  5.56157008e-02  1.23409845e-01
 -2.74073929e-02 -4.65382010e-01  6.70042336e-02  6.03370190e-01
 -1.41045436e-01 -2.44159162e-01  1.12996520e-02 -4.84024644e-01
 -2.14955106e-01  1.16933353e-01  1.19644128e-01 -2.73246109e-01
  5.81366792e-02 -3.62302482e-01 -5.75751252e-03 -4.36591953e-01
  2.04378173e-01  1.13524444e-01  1.86422065e-01 -2.36742511e-01
 -1.36313587e-01  9.85085219e-02 -2.19227925e-01 -2.46858656e-01
 -2.70287752e-01  4.89705056e-02  2.96746165e-01  7.71645978e-02
  7.26453736e-02 -1.77175596e-01 -8.71307924e-02  3.08663964e-01
  5.00083417e-02 -2.83599824e-01 -1.34733081e-01 -5.65587103e-01
  1.28941387e-01 -2.89021462e-01 -1.49079666e-01 -8.02011043e-03
  2.50284314e-01 -4.87715937e-03 -1.77944809e-01 -3.30612957e-02
  1.65410429e-01  2.36083433e-01  4.13441472e-02 -2.25827917e-01
 -2.22522285e-04 -1.23244889e-01 -2.39171326e-01  1.93298146e-01
  1.38725564e-01 -7.51837566e-02 -2.76517451e-01  5.72126396e-02
  1.01315662e-01  1.36817724e-01 -9.81458500e-02 -3.91619094e-02
 -3.40770215e-01  2.97898233e-01  9.74386781e-02  2.16203362e-01
 -4.76506919e-01  4.24077004e-01 -5.10057732e-02  8.00574794e-02
  2.18534172e-01 -1.61420554e-02  2.88907558e-01  1.56129107e-01
  6.83714747e-02 -3.39148268e-02 -2.62890309e-01  3.22698914e-02
 -1.78469300e-01 -5.17713390e-02 -3.16293329e-01  4.81199384e-01
 -8.88964459e-02  5.40854074e-02  1.75137103e-01  2.37903774e-01
  3.59946489e-01  1.14656709e-01  3.87437224e-01  5.48126400e-02
 -7.01784119e-02  1.01041734e-01  4.17816341e-01  4.37948197e-01
  6.21252730e-02 -3.60624582e-01  9.21532512e-02 -1.40345171e-02]",1
"[-0.07248802  0.23777169  0.05791086  0.10966805 -0.02891134 -0.45038238
  0.06152425  0.5742448  -0.13186726 -0.23383875  0.01149527 -0.46264496
 -0.21147832  0.1055569   0.1199006  -0.26531217  0.05023292 -0.3430138
 -0.00417851 -0.4067856   0.19306295  0.10889252  0.1825986  -0.22658667
 -0.1278991   0.0979531  -0.20457448 -0.24176842 -0.25582135  0.04513935
  0.28712186  0.06898323  0.06966271 -0.16819884 -0.07742187  0.28816155
  0.05079486 -0.27327964 -0.12340321 -0.5380877   0.12419801 -0.2790517
 -0.14702691 -0.00608674  0.23182942 -0.00280342 -0.15988784 -0.03574258
  0.15374827  0.22033508  0.04291891 -0.22243452 -0.00067863 -0.11877754
 -0.22808094  0.18847004  0.14435577 -0.06692782 -0.2609823   0.04952061
  0.09328481  0.13540025 -0.09713347 -0.03868269 -0.32338485  0.29017085
  0.09216895  0.20048441 -0.4569332   0.40230724 -0.05689167  0.07203843
  0.21338227 -0.01057326  0.27431294  0.15024894  0.0583549  -0.03178199
 -0.25739795  0.03228639 -0.16489    -0.0467841  -0.2980483   0.45925325
 -0.07962835  0.05502529  0.16727924  0.22109908  0.3407195   0.11010545
  0.37253603  0.04941697 -0.06873477  0.09191287  0.40215096  0.42506713
  0.06362337 -0.34564188  0.08109171 -0.02161605]",2
